scrape_time,city_name,locality_name,one_bhk_rent_range,two_bhk_rent_range,three_bhk_rent_range
2019-03-18 14:41,jaipur,Raja Park,-,Rs. 11730 - 14662,Rs. 14790 - 17255
2019-03-18 14:41,jaipur,Sanganer,-,-,Rs. 11954 - 11954
2019-03-18 14:41,jaipur,Shyam Nagar,-,Rs. 8500 - 10200,Rs. 12325 - 14790
2019-03-18 14:41,jaipur,Sikar Road,-,-,-
2019-03-18 14:41,jaipur,Sirsi Road,-,Rs. 7358 - 9197,Rs. 9200 - 10350
2019-03-18 14:41,jaipur,Sodala,Rs. 5311 - 6276,Rs. 7803 - 8670,-
2019-03-18 14:41,jaipur,Swage Farm,-,Rs. 15606 - 18360,-
2019-03-18 14:41,jaipur,Tilak Nagar,-,-,Rs. 27455 - 30345
2019-03-18 14:41,jaipur,Vaishali Nagar,-,Rs. 9002 - 10802,Rs. 11908 - 15481
2019-03-18 14:41,jaipur,Vidhyadhar Nagar,-,Rs. 8354 - 10210,Rs. 11067 - 14387
2019-03-18 14:41,lucknow,Adil Nagar,-,-,-
2019-03-18 14:41,lucknow,Amar Shaheed Path,-,Rs. 6885 - 8415,-
2019-03-18 14:41,lucknow,Aziz Nagar,-,-,-
2019-03-18 14:41,lucknow,Chinhat,-,Rs. 7512 - 9182,-
2019-03-18 14:41,lucknow,Dewa Road,-,-,-
2019-03-18 14:41,lucknow,Faizabad Road,-,Rs. 8361 - 9290,-
2019-03-18 14:41,lucknow,Gomti Nagar,-,Rs. 11965 - 14956,Rs. 17713 - 21801
2019-03-18 14:41,lucknow,Gomti Nagar Extension,-,-,-
2019-03-18 14:41,lucknow,Hazrat Ganj,-,-,-
2019-03-18 14:41,lucknow,IIM Road,-,-,-
2019-03-18 14:41,lucknow,Indira Nagar,-,Rs. 8670 - 9392,Rs. 11949 - 14605
2019-03-18 14:41,lucknow,Jankipuram,-,-,-
2019-03-18 14:41,lucknow,Kanpur Road,-,-,-
2019-03-18 14:41,lucknow,Kursi Road,-,-,-
2019-03-18 14:41,lucknow,Lucknow Kanpur Highway,-,-,-
2019-03-18 14:41,lucknow,Mahanagar,-,-,-
2019-03-18 14:41,lucknow,New Hyderabad,-,-,Rs. 18785 - 21675
2019-03-18 14:41,lucknow,Raebareli Road,-,Rs. 8882 - 9690,Rs. 11586 - 13903
2019-03-18 14:41,lucknow,Sarojini Nagar,-,-,-
2019-03-18 14:41,lucknow,Sitapur National Highway,-,-,-
2019-03-18 14:41,lucknow,Sultanpur Road,-,-,-
2019-03-18 14:41,lucknow,Sushant Golf City,-,Rs. 10200 - 10200,Rs. 13961 - 17064
2019-03-18 14:41,lucknow,Uttardhauna,-,-,-
2019-03-18 14:41,lucknow,Ved Nath Puram,-,-,-
2019-03-18 14:41,lucknow,Vibhuti Khand,-,Rs. 14573 - 15545,Rs. 19635 - 22440
2019-03-18 14:41,lucknow,Vrindavan Colony,-,-,Rs. 10565 - 11738
2019-03-18 14:41,lucknow,Vrindavan Yojna,-,Rs. 7676 - 9211,Rs. 12478 - 13726
2019-03-18 14:41,surat,Adajan,Rs. 5236 - 6807,Rs. 7971 - 9743,Rs. 10710 - 11900
2019-03-18 14:41,surat,Althan,-,Rs. 10360 - 12243,Rs. 13192 - 14511
2019-03-18 14:41,surat,Amroli,-,-,-
2019-03-18 14:41,surat,Athwa,-,-,-
2019-03-18 14:41,surat,Bhatar,-,Rs. 12912 - 14756,-
2019-03-18 14:41,surat,Bhimrad,-,-,-
2019-03-18 14:41,surat,Citylight Area,-,Rs. 14102 - 15042,Rs. 20012 - 23090
2019-03-18 14:41,surat,Dindoli,-,-,-
2019-03-18 14:41,surat,Dumas,-,-,-
2019-03-18 14:41,surat,Dumas Road,-,-,-
2019-03-18 14:41,surat,Ghod Dod Road,-,Rs. 13423 - 15341,-
2019-03-18 14:41,surat,Jahangirabad,-,-,-
2019-03-18 14:41,surat,Jahangirpura,-,-,-
2019-03-18 14:41,surat,PAL,-,Rs. 7994 - 9771,Rs. 11858 - 15810
2019-03-18 14:41,surat,Palanpur,-,Rs. 7130 - 7922,Rs. 9410 - 10455
2019-03-18 14:41,surat,Palanpur Gam,-,Rs. 7079 - 7964,-
2019-03-18 14:41,surat,Palanpur Jakatnaka,-,-,-
2019-03-18 14:41,surat,Pal Gam,-,-,Rs. 13143 - 16063
2019-03-18 14:41,surat,Parvat Patiya,-,-,-
2019-03-18 14:41,surat,Piplod,-,Rs. 12912 - 13834,-
2019-03-18 14:41,surat,Sachin,-,-,-
2019-03-18 14:41,surat,Vankala,-,-,-
2019-03-18 14:41,surat,Vesu,-,Rs. 11536 - 12498,Rs. 16269 - 17748
2019-03-18 14:41,surat,VIP Road Vesu,-,-,Rs. 15317 - 18380
